accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.13831021318848596,-1.5171496001777949,-1.1260000160389534,-0.8696784000619734,0.13040966953724145,0.020820437041795738,down
0.2667818750776666,-1.5397070215821202,-1.0488477886815974,0.7288045109678133,1.316046673575386,1.147584634403706,down
0.18669564428960594,-1.602173727009482,-1.0135781990325206,-0.7243617717865383,0.26214711443036864,1.147584634403706,down
0.18669564428960594,-1.4997977375590834,-1.187721797924838,-0.8696784000619734,0.5256220042166231,0.47152611598655986,down
0.30015113790602516,-1.56920518803393,-1.0179868977386555,-1.4509449131637142,-0.7917524447146489,0.696878955458942,down
0.2284072228250542,-1.5483829528914759,-1.123795666685886,-1.7415781697145842,2.3699462327204035,-0.20453240243058626,down
0.1833587180067701,-1.5483829528914759,-1.1722913524533667,-0.433728515235668,2.106471342934149,-0.20453240243058626,down
0.1833587180067701,-1.5796163056051566,-0.9209955262036938,0.8741211392432483,-1.0552273345009033,-0.8805909208477324,down
0.2450918542392335,-1.5084736688684393,-1.101752173155213,-1.7415781697145842,1.184309228682259,-0.42988524190296834,down
0.30348806418886104,-1.5154144139159238,-1.0245999457978574,1.8913375371712946,-1.0552273345009033,-0.8805909208477324,down
0.2467603173806514,-1.5778811193432856,-0.9121781287914248,-1.1603116566128437,1.0525717837891315,-1.3312965997924966,down
0.31349884303736864,-1.602173727009482,-0.9871260067957132,-1.4509449131637142,0.26214711443036864,1.372937473876088,down
0.2751241907847562,-1.5206199727015373,-0.9606738145589054,-1.8868947979900195,0.39388455932349586,-1.1059437603201145,down
0.2284072228250542,-1.5570588842008317,-1.0312129938570591,-1.305628284888279,-0.923489889607776,1.372937473876088,down
0.22673875968363627,-1.4720347573691448,-1.0885260770368093,0.5834878826923781,-0.3965401100352673,-1.5566494392648784,down
0.2734557276433383,-1.5553236979389606,-0.9187911768506266,0.7288045109678133,0.39388455932349586,-0.20453240243058626,down
0.15666330774408316,-1.5327662765346355,-1.145839160216559,-1.1603116566128437,-1.7139145589665392,-0.42988524190296834,down
0.2467603173806514,-1.5830866781288992,-1.000352102914117,0.14753799786607258,-0.7917524447146489,0.24617327651417778,down
0.21839644397654662,-1.5466477666296048,-1.0201912470917227,0.5834878826923781,-0.0013277753558857297,0.020820437041795738,down
0.2284072228250542,-1.550118139153347,-1.0620738848000015,0.14753799786607258,0.7890968940028775,0.020820437041795738,down
0.21505951769371073,-1.600438540747611,-1.0069651509733188,-0.433728515235668,-0.0013277753558857297,-0.6552380813753504,down
0.23508107539072592,-1.4911218062497276,-1.1039565225082801,-1.305628284888279,0.5256220042166231,-0.42988524190296834,down
